candidate_id,req_id,department,level,source,applied_date,final_stage,outcome,hired,days_in_process
CAN08060,REQ0102,Customer Service,Executive,bdjobs.com,2023-10-07,Hired,Hired,1,61
CAN08061,REQ0102,Customer Service,Executive,bdjobs.com,2023-10-09,CV Screening,Rejected - CV Screen,0,8
CAN08062,REQ0102,Customer Service,Executive,LinkedIn,2023-09-29,Hired,Hired,1,70
CAN08063,REQ0102,Customer Service,Executive,bdjobs.com,2023-10-07,CV Screening,Rejected - CV Screen,0,5
CAN08064,REQ0102,Customer Service,Executive,LinkedIn,2023-10-08,CV Screening,Rejected - CV Screen,0,4
CAN08065,REQ0102,Customer Service,Executive,LinkedIn,2023-10-06,CV Screening,Rejected - CV Screen,0,6
CAN08066,REQ0102,Customer Service,Executive,bdjobs.com,2023-10-09,CV Screening,Rejected - CV Screen,0,8
CAN08067,REQ0102,Customer Service,Executive,bdjobs.com,2023-09-27,Written Test,Rejected - Written Test,0,16
CAN08068,REQ0102,Customer Service,Executive,bdjobs.com,2023-09-29,CV Screening,Rejected - CV Screen,0,10
CAN08069,REQ0102,Customer Service,Executive,bdjobs.com,2023-09-25,CV Screening,Rejected - CV Screen,0,6
CAN08070,REQ0102,Customer Service,Executive,bdjobs.com,2023-10-11,Written Test,Rejected - Written Test,0,13
CAN08071,REQ0102,Customer Service,Executive,bdjobs.com,2023-09-23,CV Screening,Rejected - CV Screen,0,4
CAN08072,REQ0102,Customer Service,Executive,LinkedIn,2023-09-30,CV Screening,Rejected - CV Screen,0,6
CAN08073,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-07,CV Screening,Rejected - CV Screen,0,5
CAN08074,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-21,Interview,Withdrew,0,31
CAN08075,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,5
CAN08076,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-06,Written Test,Rejected - Written Test,0,16
CAN08077,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-15,Reference Check,Rejected - Reference,0,40
CAN08078,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-09,Offer & Approval,Offer Declined,0,59
CAN08079,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-05,Interview,Rejected - Interview,0,40
CAN08080,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-13,CV Screening,Rejected - CV Screen,0,9
CAN08081,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-17,CV Screening,Rejected - CV Screen,0,6
CAN08082,REQ0103,Agent Banking,Non-Executive,Headhunting Firm,2022-09-02,CV Screening,Rejected - CV Screen,0,6
CAN08083,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-18,CV Screening,Rejected - CV Screen,0,8
CAN08084,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-12,CV Screening,Rejected - CV Screen,0,4
CAN08085,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-01,Written Test,Rejected - Written Test,0,12
CAN08086,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,6
CAN08087,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-18,CV Screening,Rejected - CV Screen,0,6
CAN08088,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-17,Interview,Rejected - Interview,0,28
CAN08089,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-07,CV Screening,Rejected - CV Screen,0,7
CAN08090,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-18,CV Screening,Rejected - CV Screen,0,5
CAN08091,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-10,Hired,Hired,1,55
CAN08092,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-11,CV Screening,Rejected - CV Screen,0,4
CAN08093,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-18,CV Screening,Rejected - CV Screen,0,5
CAN08094,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-13,CV Screening,Rejected - CV Screen,0,6
CAN08095,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-12,CV Screening,Rejected - CV Screen,0,6
CAN08096,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-04,CV Screening,Rejected - CV Screen,0,10
CAN08097,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-07,CV Screening,Rejected - CV Screen,0,9
CAN08098,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-11,CV Screening,Rejected - CV Screen,0,7
CAN08099,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-21,CV Screening,Rejected - CV Screen,0,6
CAN08100,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-14,CV Screening,Rejected - CV Screen,0,9
CAN08101,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-15,CV Screening,Rejected - CV Screen,0,7
CAN08102,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-05,Interview,Withdrew,0,28
CAN08103,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-08,CV Screening,Rejected - CV Screen,0,3
CAN08104,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-21,CV Screening,Rejected - CV Screen,0,5
CAN08105,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-11,CV Screening,Rejected - CV Screen,0,9
CAN08106,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-03,CV Screening,Rejected - CV Screen,0,6
CAN08107,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-08,CV Screening,Rejected - CV Screen,0,10
CAN08108,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-04,CV Screening,Rejected - CV Screen,0,10
CAN08109,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-05,CV Screening,Rejected - CV Screen,0,6
CAN08110,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-19,CV Screening,Rejected - CV Screen,0,7
CAN08111,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-03,CV Screening,Rejected - CV Screen,0,4
CAN08112,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-01,CV Screening,Rejected - CV Screen,0,5
CAN08113,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-06,CV Screening,Rejected - CV Screen,0,7
CAN08114,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-15,Offer & Approval,Offer Declined,0,42
CAN08115,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-09,Interview,Rejected - Interview,0,27
CAN08116,REQ0103,Agent Banking,Non-Executive,Walk-in,2022-09-19,CV Screening,Rejected - CV Screen,0,8
CAN08117,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-08,Interview,Rejected - Interview,0,19
CAN08118,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-05,CV Screening,Rejected - CV Screen,0,7
CAN08119,REQ0103,Agent Banking,Non-Executive,Headhunting Firm,2022-09-04,CV Screening,Rejected - CV Screen,0,4
CAN08120,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-02,CV Screening,Rejected - CV Screen,0,8
CAN08121,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-11,CV Screening,Rejected - CV Screen,0,7
CAN08122,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-13,CV Screening,Rejected - CV Screen,0,9
CAN08123,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-19,CV Screening,Rejected - CV Screen,0,10
CAN08124,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-16,CV Screening,Rejected - CV Screen,0,10
CAN08125,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,8
CAN08126,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-08,CV Screening,Rejected - CV Screen,0,9
CAN08127,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-12,CV Screening,Rejected - CV Screen,0,10
CAN08128,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,7
CAN08129,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-16,CV Screening,Rejected - CV Screen,0,3
CAN08130,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-18,CV Screening,Rejected - CV Screen,0,5
CAN08131,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-08,CV Screening,Rejected - CV Screen,0,8
CAN08132,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-02,CV Screening,Rejected - CV Screen,0,6
CAN08133,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-03,CV Screening,Rejected - CV Screen,0,9
CAN08134,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-06,CV Screening,Rejected - CV Screen,0,9
CAN08135,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-01,CV Screening,Rejected - CV Screen,0,5
CAN08136,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-14,CV Screening,Rejected - CV Screen,0,5
CAN08137,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-17,CV Screening,Rejected - CV Screen,0,6
CAN08138,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-04,Interview,Withdrew,0,25
CAN08139,REQ0103,Agent Banking,Non-Executive,Headhunting Firm,2022-09-04,CV Screening,Rejected - CV Screen,0,10
CAN08140,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,8
CAN08141,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-14,CV Screening,Rejected - CV Screen,0,6
CAN08142,REQ0103,Agent Banking,Non-Executive,Headhunting Firm,2022-09-03,CV Screening,Rejected - CV Screen,0,5
CAN08143,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-18,CV Screening,Rejected - CV Screen,0,10
CAN08144,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-18,CV Screening,Rejected - CV Screen,0,4
CAN08145,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-06,CV Screening,Rejected - CV Screen,0,9
CAN08146,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-08,CV Screening,Rejected - CV Screen,0,4
CAN08147,REQ0103,Agent Banking,Non-Executive,Headhunting Firm,2022-09-17,CV Screening,Rejected - CV Screen,0,4
CAN08148,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-02,CV Screening,Rejected - CV Screen,0,3
CAN08149,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-03,Written Test,Rejected - Written Test,0,17
CAN08150,REQ0103,Agent Banking,Non-Executive,Walk-in,2022-09-03,CV Screening,Rejected - CV Screen,0,4
CAN08151,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-20,CV Screening,Rejected - CV Screen,0,6
CAN08152,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-20,Hired,Hired,1,65
CAN08153,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-07,CV Screening,Rejected - CV Screen,0,6
CAN08154,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-03,CV Screening,Rejected - CV Screen,0,8
CAN08155,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-09,Written Test,Rejected - Written Test,0,21
CAN08156,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-11,Written Test,Rejected - Written Test,0,16
CAN08157,REQ0103,Agent Banking,Non-Executive,Headhunting Firm,2022-09-04,CV Screening,Rejected - CV Screen,0,3
CAN08158,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-05,CV Screening,Rejected - CV Screen,0,9
CAN08159,REQ0103,Agent Banking,Non-Executive,Headhunting Firm,2022-09-04,CV Screening,Rejected - CV Screen,0,9
CAN08160,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-17,CV Screening,Rejected - CV Screen,0,6
CAN08161,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-17,CV Screening,Rejected - CV Screen,0,10
CAN08162,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-21,CV Screening,Rejected - CV Screen,0,8
CAN08163,REQ0103,Agent Banking,Non-Executive,Headhunting Firm,2022-09-14,CV Screening,Rejected - CV Screen,0,3
CAN08164,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-15,CV Screening,Rejected - CV Screen,0,10
CAN08165,REQ0103,Agent Banking,Non-Executive,Walk-in,2022-09-13,CV Screening,Rejected - CV Screen,0,5
CAN08166,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-20,CV Screening,Rejected - CV Screen,0,10
CAN08167,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-07,Hired,Hired,1,69
CAN08168,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-16,Hired,Hired,1,37
CAN08169,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-01,Interview,Rejected - Interview,0,26
CAN08170,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-08,Written Test,Rejected - Written Test,0,24
CAN08171,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-12,CV Screening,Rejected - CV Screen,0,4
CAN08172,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-03,CV Screening,Rejected - CV Screen,0,5
CAN08173,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-10,CV Screening,Rejected - CV Screen,0,8
CAN08174,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-06,CV Screening,Rejected - CV Screen,0,10
CAN08175,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-08,CV Screening,Rejected - CV Screen,0,8
CAN08176,REQ0103,Agent Banking,Non-Executive,Headhunting Firm,2022-09-01,CV Screening,Rejected - CV Screen,0,5
CAN08177,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-20,Offer & Approval,Offer Declined,0,46
CAN08178,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-07,CV Screening,Rejected - CV Screen,0,8
CAN08179,REQ0103,Agent Banking,Non-Executive,Walk-in,2022-09-19,CV Screening,Rejected - CV Screen,0,9
CAN08180,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-21,Written Test,Rejected - Written Test,0,22
CAN08181,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-12,CV Screening,Rejected - CV Screen,0,8
CAN08182,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-19,Written Test,Rejected - Written Test,0,9
CAN08183,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-12,CV Screening,Rejected - CV Screen,0,9
CAN08184,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-18,CV Screening,Rejected - CV Screen,0,5
CAN08185,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-14,CV Screening,Rejected - CV Screen,0,7
CAN08186,REQ0103,Agent Banking,Non-Executive,bdjobs.com,2022-09-15,CV Screening,Rejected - CV Screen,0,8
CAN08187,REQ0103,Agent Banking,Non-Executive,LinkedIn,2022-09-18,CV Screening,Rejected - CV Screen,0,10
CAN08188,REQ0103,Agent Banking,Non-Executive,Internal Referral,2022-09-15,CV Screening,Rejected - CV Screen,0,3
CAN08189,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-29,Interview,Rejected - Interview,0,32
CAN08190,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-27,CV Screening,Rejected - CV Screen,0,6
CAN08191,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-12,CV Screening,Rejected - CV Screen,0,3
CAN08192,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-27,CV Screening,Rejected - CV Screen,0,8
CAN08193,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-30,CV Screening,Rejected - CV Screen,0,8
CAN08194,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,6
CAN08195,REQ0104,Agent Banking,Non-Executive,Walk-in,2022-08-27,CV Screening,Rejected - CV Screen,0,8
CAN08196,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-09,Written Test,Rejected - Written Test,0,12
CAN08197,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-31,CV Screening,Rejected - CV Screen,0,3
CAN08198,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-05,CV Screening,Rejected - CV Screen,0,7
CAN08199,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-02,CV Screening,Rejected - CV Screen,0,5
CAN08200,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-24,CV Screening,Rejected - CV Screen,0,3
CAN08201,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,7
CAN08202,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-26,Interview,Rejected - Interview,0,28
CAN08203,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-25,CV Screening,Rejected - CV Screen,0,4
CAN08204,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-05,Reference Check,Rejected - Reference,0,33
CAN08205,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-03,CV Screening,Rejected - CV Screen,0,10
CAN08206,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-04,CV Screening,Rejected - CV Screen,0,4
CAN08207,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-08,CV Screening,Rejected - CV Screen,0,5
CAN08208,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-03,CV Screening,Rejected - CV Screen,0,7
CAN08209,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-06,CV Screening,Rejected - CV Screen,0,7
CAN08210,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-11,CV Screening,Rejected - CV Screen,0,8
CAN08211,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-25,CV Screening,Rejected - CV Screen,0,5
CAN08212,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-01,CV Screening,Rejected - CV Screen,0,5
CAN08213,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-13,CV Screening,Rejected - CV Screen,0,4
CAN08214,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-27,CV Screening,Rejected - CV Screen,0,6
CAN08215,REQ0104,Agent Banking,Non-Executive,Walk-in,2022-09-08,CV Screening,Rejected - CV Screen,0,5
CAN08216,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-04,CV Screening,Rejected - CV Screen,0,7
CAN08217,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-31,CV Screening,Rejected - CV Screen,0,3
CAN08218,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-08,CV Screening,Rejected - CV Screen,0,3
CAN08219,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-30,CV Screening,Rejected - CV Screen,0,9
CAN08220,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-25,CV Screening,Rejected - CV Screen,0,4
CAN08221,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-05,CV Screening,Rejected - CV Screen,0,3
CAN08222,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-11,CV Screening,Rejected - CV Screen,0,5
CAN08223,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-05,CV Screening,Rejected - CV Screen,0,9
CAN08224,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-24,CV Screening,Rejected - CV Screen,0,10
CAN08225,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-06,CV Screening,Rejected - CV Screen,0,3
CAN08226,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-27,CV Screening,Rejected - CV Screen,0,3
CAN08227,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-10,CV Screening,Rejected - CV Screen,0,3
CAN08228,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-29,Written Test,Rejected - Written Test,0,8
CAN08229,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-02,CV Screening,Rejected - CV Screen,0,7
CAN08230,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-26,CV Screening,Rejected - CV Screen,0,8
CAN08231,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-08-26,CV Screening,Rejected - CV Screen,0,9
CAN08232,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-02,CV Screening,Rejected - CV Screen,0,9
CAN08233,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-12,CV Screening,Rejected - CV Screen,0,8
CAN08234,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-08-29,CV Screening,Rejected - CV Screen,0,5
CAN08235,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-29,CV Screening,Rejected - CV Screen,0,5
CAN08236,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-29,CV Screening,Rejected - CV Screen,0,5
CAN08237,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-13,CV Screening,Rejected - CV Screen,0,4
CAN08238,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-06,Interview,Rejected - Interview,0,28
CAN08239,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-08-28,Interview,Rejected - Interview,0,36
CAN08240,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-12,CV Screening,Rejected - CV Screen,0,3
CAN08241,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-12,CV Screening,Rejected - CV Screen,0,5
CAN08242,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-12,Interview,Rejected - Interview,0,23
CAN08243,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-30,CV Screening,Rejected - CV Screen,0,7
CAN08244,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-29,CV Screening,Rejected - CV Screen,0,5
CAN08245,REQ0104,Agent Banking,Non-Executive,Walk-in,2022-08-25,CV Screening,Rejected - CV Screen,0,8
CAN08246,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-28,CV Screening,Rejected - CV Screen,0,5
CAN08247,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-01,CV Screening,Rejected - CV Screen,0,10
CAN08248,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-02,CV Screening,Rejected - CV Screen,0,3
CAN08249,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-11,CV Screening,Rejected - CV Screen,0,3
CAN08250,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-28,CV Screening,Rejected - CV Screen,0,6
CAN08251,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-26,CV Screening,Rejected - CV Screen,0,3
CAN08252,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-26,CV Screening,Rejected - CV Screen,0,6
CAN08253,REQ0104,Agent Banking,Non-Executive,Walk-in,2022-08-28,Hired,Hired,1,75
CAN08254,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-02,CV Screening,Rejected - CV Screen,0,8
CAN08255,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-08,Written Test,Rejected - Written Test,0,17
CAN08256,REQ0104,Agent Banking,Non-Executive,Headhunting Firm,2022-09-01,CV Screening,Rejected - CV Screen,0,3
CAN08257,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-05,CV Screening,Rejected - CV Screen,0,5
CAN08258,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-25,Written Test,Rejected - Written Test,0,16
CAN08259,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-08-27,CV Screening,Rejected - CV Screen,0,6
CAN08260,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-08,Written Test,Rejected - Written Test,0,9
CAN08261,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-07,CV Screening,Rejected - CV Screen,0,4
CAN08262,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-11,Written Test,Rejected - Written Test,0,17
CAN08263,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-07,CV Screening,Rejected - CV Screen,0,3
CAN08264,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-12,CV Screening,Rejected - CV Screen,0,3
CAN08265,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-10,CV Screening,Rejected - CV Screen,0,7
CAN08266,REQ0104,Agent Banking,Non-Executive,Headhunting Firm,2022-08-27,CV Screening,Rejected - CV Screen,0,3
CAN08267,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-05,CV Screening,Rejected - CV Screen,0,4
CAN08268,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-29,CV Screening,Rejected - CV Screen,0,6
CAN08269,REQ0104,Agent Banking,Non-Executive,Headhunting Firm,2022-09-13,CV Screening,Rejected - CV Screen,0,7
CAN08270,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-08-26,Hired,Hired,1,61
CAN08271,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-08,CV Screening,Rejected - CV Screen,0,3
CAN08272,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-05,CV Screening,Rejected - CV Screen,0,5
CAN08273,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-25,CV Screening,Rejected - CV Screen,0,6
CAN08274,REQ0104,Agent Banking,Non-Executive,Headhunting Firm,2022-09-11,CV Screening,Rejected - CV Screen,0,5
CAN08275,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-27,CV Screening,Rejected - CV Screen,0,9
CAN08276,REQ0104,Agent Banking,Non-Executive,Walk-in,2022-08-30,CV Screening,Rejected - CV Screen,0,6
CAN08277,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-02,CV Screening,Rejected - CV Screen,0,4
CAN08278,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-08-26,Hired,Hired,1,66
CAN08279,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-10,CV Screening,Rejected - CV Screen,0,6
CAN08280,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-28,Interview,Rejected - Interview,0,21
CAN08281,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-12,CV Screening,Rejected - CV Screen,0,10
CAN08282,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-05,CV Screening,Rejected - CV Screen,0,9
CAN08283,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-11,CV Screening,Rejected - CV Screen,0,6
CAN08284,REQ0104,Agent Banking,Non-Executive,Internal Referral,2022-09-09,CV Screening,Rejected - CV Screen,0,8
CAN08285,REQ0104,Agent Banking,Non-Executive,Walk-in,2022-08-30,CV Screening,Rejected - CV Screen,0,10
CAN08286,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-09-01,CV Screening,Rejected - CV Screen,0,10
CAN08287,REQ0104,Agent Banking,Non-Executive,bdjobs.com,2022-08-31,CV Screening,Rejected - CV Screen,0,7
CAN08288,REQ0104,Agent Banking,Non-Executive,Walk-in,2022-09-07,CV Screening,Rejected - CV Screen,0,6
CAN08289,REQ0104,Agent Banking,Non-Executive,LinkedIn,2022-09-11,CV Screening,Rejected - CV Screen,0,7
